#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	count	string	count	count	count	count
1294225923.833585	v567Oz87HOc	192.168.101.100	63613	171.70.168.183	53	udp	dns	7.000060	135	0	S0	-	0	D	3	219	0	0
1294225924.947586	GbcSIthdUd3	192.168.101.100	58666	171.70.168.183	53	udp	dns	6.999376	129	0	S0	-	0	D	3	213	0	0
1294225922.833443	q7kvE5iKlQi	192.168.101.100	63613	72.163.128.140	53	udp	dns	8.000115	180	0	S0	-	0	D	4	292	0	0
1294225938.950759	Z6J1DCJsGAc	192.168.101.100	54297	72.163.128.140	53	udp	dns	7.999987	172	0	S0	-	0	D	4	284	0	0
1294225939.950865	ad9d9U1cnWi	192.168.101.100	54297	171.70.168.183	53	udp	dns	6.999985	129	0	S0	-	0	D	3	213	0	0
1294225957.365840	35c11wOoSD8	192.168.101.100	64631	72.163.128.140	53	udp	dns	8.041897	180	0	S0	-	0	D	4	292	0	0
1294225947.925024	Pz0BGHKhof9	192.168.101.100	61149	72.163.128.140	53	udp	dns	7.999346	244	0	S0	-	0	D	4	356	0	0
1294225958.365731	sqeswwPTLE3	192.168.101.100	64631	171.70.168.183	53	udp	dns	7.042108	135	0	S0	-	0	D	3	219	0	0
1294225948.924452	gSNCbjCq3ai	192.168.101.100	61149	171.70.168.183	53	udp	dns	7.000020	183	0	S0	-	0	D	3	267	0	0
1294225976.911770	Nm12aNMrExd	192.168.101.100	59965	72.163.128.140	53	udp	dns	7.999827	180	0	S0	-	0	D	4	292	0	0
1294225977.911655	7iEg2fKeHq	192.168.101.100	59965	171.70.168.183	53	udp	dns	7.000046	135	0	S0	-	0	D	3	219	0	0
1294226011.443599	IRUNM7hReif	192.168.101.100	63614	72.163.128.140	53	udp	dns	8.000173	180	0	S0	-	0	D	4	292	0	0
1294226012.443855	NZVY3xRTLDl	192.168.101.100	63614	171.70.168.183	53	udp	dns	7.000021	135	0	S0	-	0	D	3	219	0	0
1294226031.947666	1LddBIwOBRk	192.168.101.100	55516	171.70.168.183	53	udp	dns	7.000122	135	0	S0	-	0	D	3	219	0	0
1294226030.947830	0rCAPsqXks6	192.168.101.100	55516	72.163.128.140	53	udp	dns	7.999853	180	0	S0	-	0	D	4	292	0	0
1294226035.532369	YbkSsWEpFQ5	192.168.101.100	58739	72.163.128.140	53	udp	dns	7.999264	144	0	S0	-	0	D	4	256	0	0
1294226036.531674	1LxeIWSyIR	192.168.101.100	58739	171.70.168.183	53	udp	dns	7.000064	108	0	S0	-	0	D	3	192	0	0
1294226051.536531	xyFh1MAtlJl	192.168.101.100	58590	171.70.168.183	53	udp	dns	7.000095	99	0	S0	-	0	D	3	183	0	0
1294226050.537254	YB3WekZ83fg	192.168.101.100	58590	72.163.128.140	53	udp	dns	7.999271	132	0	S0	-	0	D	4	244	0	0
1294226065.478722	6vIb3jH06n6	192.168.101.100	55861	72.163.128.140	53	udp	dns	8.006988	180	0	S0	-	0	D	4	292	0	0
1294226066.478901	n9hhQU7BCl	192.168.101.100	55861	171.70.168.183	53	udp	dns	7.006915	135	0	S0	-	0	D	3	219	0	0
1294226084.989683	65WzClGvY9g	192.168.101.100	50324	72.163.128.140	53	udp	dns	7.999885	180	0	S0	-	0	D	4	292	0	0
1294226085.989626	NUDaTauRmMk	192.168.101.100	50324	171.70.168.183	53	udp	dns	7.000047	135	0	S0	-	0	D	3	219	0	0
1294226076.804832	GXrxINg7Enf	192.168.101.100	55606	72.163.128.140	53	udp	dns	7.999230	132	0	S0	-	0	D	4	244	0	0
1294226077.804122	FUlxz0cP7X	192.168.101.100	55606	171.70.168.183	53	udp	dns	7.000042	99	0	S0	-	0	D	3	183	0	0
1294226087.401699	01Y6kCuPr1j	192.168.101.100	52970	171.70.168.183	53	udp	dns	7.013807	147	0	S0	-	0	D	3	231	0	0
1294226086.401598	sqptQP4ZeW5	192.168.101.100	52970	72.163.128.140	53	udp	dns	8.013799	196	0	S0	-	0	D	4	308	0	0
1294226103.074704	PKqrmgB1Z99	192.168.101.100	63615	72.163.128.140	53	udp	dns	7.999810	132	0	S0	-	0	D	4	244	0	0
1294226104.074533	o79htuoDk83	192.168.101.100	63615	171.70.168.183	53	udp	dns	7.000087	99	0	S0	-	0	D	3	183	0	0
1294226119.521522	tVNsubjpVFc	192.168.101.100	64282	72.163.128.140	53	udp	dns	7.999293	180	0	S0	-	0	D	4	292	0	0
1294226120.520797	KQFR8sIQ0K3	192.168.101.100	64282	171.70.168.183	53	udp	dns	7.000122	135	0	S0	-	0	D	3	219	0	0
1294226129.344659	fkjtj8dS4sd	192.168.101.100	52784	72.163.128.140	53	udp	dns	7.999338	144	0	S0	-	0	D	4	256	0	0
1294226130.344022	6igz6v9aE4i	192.168.101.100	52784	171.70.168.183	53	udp	dns	7.000079	108	0	S0	-	0	D	3	192	0	0
1294226144.350566	EPE6ah4aUji	192.168.101.100	53829	72.163.128.140	53	udp	dns	7.999265	144	0	S0	-	0	D	4	256	0	0
1294226145.349847	11JqWs14Okd	192.168.101.100	53829	171.70.168.183	53	udp	dns	7.000088	108	0	S0	-	0	D	3	192	0	0
1294226139.024357	xz4XMTX1XI8	192.168.101.100	58713	72.163.128.140	53	udp	dns	8.016047	180	0	S0	-	0	D	4	292	0	0
1294226140.023743	HmB9cg812r8	192.168.101.100	58713	171.70.168.183	53	udp	dns	7.016769	135	0	S0	-	0	D	3	219	0	0
1294226173.578417	MpRFTymDCO3	192.168.101.100	58440	72.163.128.140	53	udp	dns	7.999893	180	0	S0	-	0	D	4	292	0	0
1294226174.578328	f2fEH29RhJc	192.168.101.100	58440	171.70.168.183	53	udp	dns	7.000086	135	0	S0	-	0	D	3	219	0	0
1294226193.081925	uki0tcTbj23	192.168.101.100	49446	72.163.128.140	53	udp	dns	7.999271	180	0	S0	-	0	D	4	292	0	0
1294226194.081250	b2MX1KeGZn9	192.168.101.100	49446	171.70.168.183	53	udp	dns	7.000055	135	0	S0	-	0	D	3	219	0	0
1294226227.643069	mqVAC0zaMKi	192.168.101.100	60562	72.163.128.140	53	udp	dns	8.000674	180	0	S0	-	0	D	4	292	0	0
1294226228.642768	iBvHrvqmDJ5	192.168.101.100	60562	171.70.168.183	53	udp	dns	7.001079	135	0	S0	-	0	D	3	219	0	0
